cid000071128	ttds00001
cid000009330	ttds00001
cid000002905	ttds00001
cid000003354	ttds00001
cid000005184	ttds00001
cid000003661	ttds00001
cid000003746	ttds00001
cid000004031	ttds00001
cid000004057	ttds00001
cid000004097	ttds00001
cid009804325	ttds00001
cid000004919	ttds00001
cid000005572	ttds00001
cid000005596	ttds00001
cid000002370	ttds00001
cid000009308	ttds00001
cid000004819	ttds00001
cid000087933	ttds00001
cid000021846	ttds00002
cid045271007	ttds00002
cid015669672	ttds00002
cid010012596	ttds00002
cid044385509	ttds00002
cid015685982	ttds00002
cid016203227	ttds00002
cid015685977	ttds00002
cid015663667	ttds00002
cid009976807	ttds00002
cid009948320	ttds00002
cid015685990	ttds00002
cid015685978	ttds00002
cid000019815	ttds00002
cid015685986	ttds00002
cid000019813	ttds00002
cid015685980	ttds00002
cid025109291	ttds00002
cid000001979	ttds00002
cid000002143	ttds00002
cid000125428	ttds00002
cid000002230	ttds00002
cid010096344	ttds00002
cid005491428	ttds00002
cid010105296	ttds00002
cid044405301	ttds00002
cid000006472	ttds00002
cid000656392	ttds00002
cid003929516	ttds00002
cid000043602	ttds00002
cid002733637	ttds00002
cid002733618	ttds00002
cid005743224	ttds00002
cid000001205	ttds00002
cid000016104	ttds00002
cid010381810	ttds00002
cid000019717	ttds00002
cid014939839	ttds00002
cid010631410	ttds00002
cid010655062	ttds00002
cid000021855	ttds00002
cid010463948	ttds00002
cid044275767	ttds00002
cid000060830	ttds00002
cid000060809	ttds00002
cid000002344	ttds00002
cid000002381	ttds00002
cid000002784	ttds00002
cid000003042	ttds00002
cid000003290	ttds00002
cid000005748	ttds00002
cid000004848	ttds00002
cid000004934	ttds00002
cid003035836	ttds00002
cid000005572	ttds00002
cid009928284	ttds00002
cid009948320	ttds00002
cid010176415	ttds00002
cid010013505	ttds00002
cid011282852	ttds00002
cid009862248	ttds00002
cid071300746	ttds00002
cid009874175	ttds00002
cid000154743	ttds00002
cid005491428	ttds00002
cid000071792	ttds00002
cid009826604	ttds00002
cid009883040	ttds00002
cid000060809	ttds00002
cid000021846	ttds00003
cid045271007	ttds00003
cid015669672	ttds00003
cid010012596	ttds00003
cid044385509	ttds00003
cid015685982	ttds00003
cid016203227	ttds00003
cid015685977	ttds00003
cid015663667	ttds00003
cid009948320	ttds00003
cid015685990	ttds00003
cid015685978	ttds00003
cid000019815	ttds00003
cid015685986	ttds00003
cid000019813	ttds00003
cid015685980	ttds00003
cid025109291	ttds00003
cid000001979	ttds00003
cid000125428	ttds00003
cid005491428	ttds00003
cid010105296	ttds00003
cid000006472	ttds00003
cid000043602	ttds00003
cid002733637	ttds00003
cid002733618	ttds00003
cid005743224	ttds00003
cid000001205	ttds00003
cid000016104	ttds00003
cid010381810	ttds00003
cid000001993	ttds00003
cid000004108	ttds00003
cid000019717	ttds00003
