cid016132441	ftc_a0004252
cid016132441	ftc_a0006468
cid016132441	ftc_a0007200
cid016132441	ftc_a0008083
cid016132441	ftc_a0032964
cid016132441	ftc_a0051209
cid016132441	ftc_a0070053
cid016132441	ftc_a0072593
cid016132441	ftc_p0006508
cid016132441	ftc_p0030168
cid016132441	ftc_p0042730
cid016132441	ftc_p0048708
cid016129704	ftc_a0004252
cid016129704	ftc_a0006468
cid016129704	ftc_a0007200
cid016129704	ftc_a0008083
cid016129704	ftc_a0032964
cid016129704	ftc_a0051209
cid016129704	ftc_a0070053
cid016129704	ftc_a0072593
cid016129704	ftc_p0006508
cid016129704	ftc_p0030168
cid016129704	ftc_p0042730
cid016129704	ftc_p0048708
cid000003911	ftc_p0004968
cid016129620	ftc_p0006171
cid016129620	ftc_p0008283
cid016129620	ftc_p0016520
cid016129620	ftc_p0017046
cid016129620	ftc_p0019838
cid016129620	ftc_p0030252
cid016129620	ftc_p0035264
cid016129620	ftc_p0048009
cid000047725	ftc_p0004968
cid000047725	ftc_p0006171
cid000047725	ftc_p0019933
cid000047725	ftc_p0032959
cid000047725	ftc_p0035472
cid000047725	ftc_p0038106
cid016129616	ftc_p0004948
cid016129616	ftc_p0005515
cid016129616	ftc_p0006171
cid016129616	ftc_p0008565
cid016129616	ftc_p0032841
cid016129665	ftc_p0015055
cid000027991	ftc_p0005000
cid000027991	ftc_p0006171
cid000027991	ftc_p0010467
cid000027991	ftc_p0016567
cid016132438	ftc_p0000165
cid016132438	ftc_p0004716
cid016132438	ftc_p0005009
cid016132438	ftc_p0005159
cid016132438	ftc_p0005524
cid016132438	ftc_p0005525
cid016132438	ftc_p0005978
cid016132438	ftc_p0006096
cid016132438	ftc_p0006260
cid016132438	ftc_p0006468
cid016132438	ftc_p0006809
cid016132438	ftc_p0007067
cid016132438	ftc_p0008283
cid016132438	ftc_p0016477
cid016132438	ftc_p0031994
cid016132438	ftc_p0031995
cid016132438	ftc_p0042169
cid016132438	ftc_p0043491
cid016132438	ftc_p0043548
cid016132438	ftc_p0043559
cid016132438	ftc_p0043560
cid016132438	ftc_p0045730
cid016132438	ftc_p0046323
cid016132438	ftc_p0048589
cid016132438	ftc_p0051425
cid044146714	ftc_a0000165
cid044146714	ftc_a0006468
cid044146714	ftc_a0006915
cid044146714	ftc_p0000165
cid044146714	ftc_p0004716
cid044146714	ftc_p0005009
cid044146714	ftc_p0005010
cid044146714	ftc_p0005158
cid044146714	ftc_p0005159
cid044146714	ftc_p0005524
cid044146714	ftc_p0005525
cid044146714	ftc_p0005978
cid044146714	ftc_p0006096
cid044146714	ftc_p0006260
cid044146714	ftc_p0006468
